,expression,rating,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/
674,((t|7)&10)*((t^(t>>10))>>((t%8)+8)),5,72.11538462,1462.213649,240.7753194,2924.540245,390.6748728,0.380130597,0.122995724,0.001540484,0.00328637,1168.868064,28.50195213,12.06431456,4,5,4,8,2,8,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0
675,t*((t/8)+(t>>((((t&5)+6)+((t%6)*9))|(t*8)))),5,0.0,1973.7969059999998,123.73912320000001,3380.505397,84.24355538,0.49845603200000005,0.015501033999999999,0.29707396,0.010253121,1174.761842,23.28690758,5.089016486,7,6,6,11,2,7,1,0,1,0,0,0,0,0,0,0,1,3,1,0,1,1,0,3,1
676,(((t>>6)*(t&4))|6)*(t&((t|(t^7))>>6)),15,187.5,1540.9297609999999,135.8719384,3131.08842,137.74797230000001,0.20726550000000002,0.041190846,0.159986019,0.065016404,1229.727455,18.1540084,3.301991731,5,5,5,9,1,5,1,0,1,0,0,0,0,0,0,0,2,2,2,1,0,2,0,0,0
677,t-(((((t^5)^2)>>1)+(t>>3))&((((t*5)*4)*4)&((t>>6)*3))),5,72.11538462,1658.364523,164.4404817,3027.801839,178.4954614,0.258575635,0.082871313,0.14957316199999998,0.05351498,1235.118189,17.01570298,3.211861512,6,9,5,13,4,3,1,0,0,0,0,0,0,1,0,0,3,4,2,2,0,0,1,1,0
678,((t%5)^5)&(((t^6)>>8)|(t&(t>>(t>>8)))),5,117.1875,1391.04876,191.0014076,3190.998134,14.65572968,0.200875158,0.008486736,0.006436838,0.006407687,1258.8931460000001,18.70173967,9.775256039,5,5,5,9,2,6,1,0,0,1,0,0,0,0,0,0,3,0,2,2,1,1,0,0,0
679,t>>((t&6)&((((t-13)-12)&(t&10))+((t>>11)+11))),20,29.296875,1542.922004,112.6145551,3144.106477,183.5618896,0.29846165399999997,0.054252293,0.02921553,0.011387551999999999,1263.259987,20.12667924,7.0599676879999995,6,6,5,10,0,10,2,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0
680,t>>((t*3)>>(((t*3)&(t-3))&(t*2))),25,117.1875,857.9230581,42.60119734,2143.340219,108.626617,0.016510986000000002,0.008081765,0.015256634,0.011863625,1064.381871,39.32129292,30.6309033,5,4,5,8,1,2,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,1,0,0
681,t|((((t>>6)+11)|6)|((t&8)|7)),30,29.296875,609.5730952,139.6276898,1518.231943,409.75131,0.003842742,0.00335644,0.00143683,0.002382346,955.1591095000001,25.19912837,6.852295109,5,5,3,7,1,7,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,0,1,0
682,(t*((t>>7)*2))^((t>>(t>>6))*(t&(t^(t*2)))),20,58.59375,1990.9645690000002,395.9535322,3229.619203,358.0984039,0.502187375,0.281021017,0.264893234,0.068493612,1080.77928,14.86255045,3.1384881339999997,5,4,7,10,2,4,2,0,0,0,1,0,0,0,0,0,3,4,1,2,0,0,0,0,0
683,(((t&6)&1)*(t|5))|((t*3)&(t>>4)),15,117.1875,893.0806596000001,114.4874503,2271.86334,215.7606847,0.011368936999999999,0.007118175,0.006629408000000001,0.003845742,1103.341037,21.91781279,4.300828879,4,5,4,8,2,3,1,0,0,0,0,0,1,0,0,0,1,2,3,0,0,2,0,0,0
684,((t&5)&((t^7)*8))^((t*6)&(t&(t>>8))),40,117.1875,694.7958311000001,185.84276780000002,1796.266991,559.5890871,0.010373634,0.011190196000000001,0.000405346,0.0010660819999999999,1023.8542199999999,33.84406948,10.32794541,4,5,5,9,2,6,1,0,0,0,1,0,0,0,0,0,1,2,4,2,0,0,0,0,0
685,((t>>8)|((t&1)|2))*((t|3)^(((t|5)|3)^5)),25,117.1875,982.6100261,364.0369375,2475.096615,885.1333565,0.108630605,0.11340988699999999,0.000778849,0.002216829,1088.242393,26.18168719,15.63364202,5,7,4,10,3,3,2,0,1,0,0,0,0,0,0,0,1,1,1,2,0,5,0,0,0
686,((t&0)^(t>>7))*(t&(((t>>6)*3)^(t>>(t^(t|4))))),5,14.6484375,1718.0594260000003,167.30399780000002,3244.394656,180.0014844,0.337759445,0.104468064,0.354515344,0.09296554300000001,1208.185787,15.2344868,2.83340985,6,5,7,11,1,4,2,0,1,0,0,0,0,0,0,0,3,2,2,3,0,1,0,0,0
687,(t>>6)&((t*7)&((t|((t%3)%6))*6)),20,234.375,1185.263705,191.8685477,2879.647521,288.9563497,0.027631097,0.026077687999999998,0.011259142,0.010420617,1243.332958,24.86190241,7.401580511000001,6,5,4,8,0,5,1,0,0,1,0,0,0,0,0,0,1,2,2,0,2,1,0,0,0
688,t-((t|((t&6)&((t>>11)>>11)))^(t>>8)),40,234.375,1080.793157,219.0764739,2457.872468,297.7812058,0.057121618,0.07789196,0.003541425,0.008208534,1092.332768,28.523714299999998,9.308306332999999,6,4,5,8,1,9,2,0,0,0,0,0,0,1,0,0,3,0,2,1,0,1,1,0,0
689,(((t>>8)|8)*7)*((t*6)&7),10,104.16666670000001,1876.1257920000003,289.702859,3777.610275,422.44721610000005,0.505752141,0.14694202,0.004207455,0.00193983,1358.532734,17.47375911,11.07539519,4,5,2,6,2,7,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0
690,(t&(t&12))+((t*(((t^(t+9))>>10)*11))*10),0,117.1875,946.6388333999998,92.7439756,2717.908782,323.2774355,0.006205024,0.001040815,0.002237554,0.001085307,1251.642359,14.92291844,8.941834041,7,5,5,9,0,10,1,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,2,0
691,(t>>((t%9)&5))+(((t>>7)|(t*6))*8),25,117.1875,1947.1374489999998,77.64913709,3424.448627,63.602039000000005,0.476730119,0.068839898,0.290214777,0.065477438,1178.149743,16.6131695,3.113622392,4,5,4,8,1,7,1,0,0,0,0,0,0,0,1,0,2,2,1,0,1,1,0,1,0
692,(((t*8)+(t^(t^7)))>>7)|((t+((t%8)>>8))+(t&(t^7))),10,117.1875,726.9088730000001,80.69562834,1836.870336,197.3429616,0.007599071999999999,0.004683830999999999,0.00337987,0.002307991,1015.565722,22.17051658,5.841486559,5,6,7,12,3,7,0,0,0,0,0,0,1,0,0,0,2,1,1,3,1,1,0,3,0
693,(((t>>5)|4)>>(t&9))+(t>>(t*(((t>>3)*((t>>5)*2))*5))),5,58.59375,1219.482093,327.3225666,3097.6812370000002,779.6780682,0.281341618,0.20551822100000003,0.000549764,0.001466002,1368.481624,54.06502045,21.40712145,7,7,6,12,2,4,2,0,0,0,0,0,0,0,1,0,5,4,1,0,0,1,0,1,0
694,((t%6)^(t>>9))*(((t*6)>>8)*9),5,187.5,1989.477991,88.72180637,3511.160714,172.5343139,0.490567531,0.039300991,0.099577099,0.021097731,1219.975473,19.00041863,4.186831449,4,5,3,7,1,7,1,0,1,0,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0
695,((((t>>12)*(t*11))&9)^(t&(t%10)))*(t&(t>>10)),35,234.375,1607.463258,293.2255712,3165.586687,492.83195880000005,0.27232559300000003,0.146173158,0.045672469,0.053210419,1241.2401869999999,26.09023947,6.941206512000001,5,5,6,10,0,10,1,0,1,0,0,0,0,0,0,0,2,3,3,1,1,0,0,0,0
696,(t>>10)*((((t*5)&10)>>(t&7))+8),35,117.1875,1449.741222,432.58796169999994,2940.406783,598.2446522999999,0.19517299100000002,0.067588727,0.002647567,0.007228329,1221.283136,32.26038687,16.77427287,5,5,3,7,1,8,2,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0
697,(t>>4)>>(((t>>(t&6))|(t%7))&(t&((t&7)|(t>>7)))),15,58.59375,1483.364941,137.08713319999998,2971.598481,168.3604881,0.17650794600000003,0.062941019,0.044943795,0.018060394,1184.092184,19.39438637,5.012023504,5,5,7,11,1,6,1,1,0,0,0,0,0,0,0,0,4,0,4,0,1,2,0,0,0
698,(t+(((t*(t^7))|9)|7))^(((t>>7)*6)+(t&5)),5,58.59375,1126.0730019999999,52.23654567,2606.434901,126.3705675,0.066063724,0.004162802,0.009012797,0.006894449,1104.1197240000001,25.65410822,3.901993673,6,6,5,10,0,6,1,0,0,0,1,0,0,0,0,0,1,2,1,2,0,2,0,2,0
699,(t^((t>>7)*8))^(t&(((t*(t|13))*14)>>11)),10,52.08333333,1735.165666,243.7493867,3379.197761,296.5951043,0.248700693,0.107728865,0.214221805,0.07529433099999999,1329.8478710000002,15.08111471,3.495924805,6,5,5,9,1,10,3,0,0,0,1,0,0,0,0,0,2,3,1,2,0,1,0,0,0
700,((t+8)>>6)*((((t>>4)>>5)&7)*(((t>>9)*6)&4)),5,117.1875,440.2395801,128.76243929999998,992.0125933,452.9303084,0.0008516289999999999,0.00021543200000000002,0.002565473,0.0028876920000000003,852.6722181,13.20101261,7.929971185,5,8,3,10,3,6,1,0,1,0,0,0,0,0,0,0,4,3,2,0,0,0,0,1,0
701,((((t*9)*7)*(t>>9))*8)*((t>>7)^(t*8)),15,58.59375,1814.3508530000001,90.75455656,3287.5133260000002,166.0476621,0.46722373100000003,0.055167298,0.091302685,0.016659824,1239.955142,21.52969301,3.7753977069999998,5,6,4,9,2,8,0,0,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0
